postcode,detached_2018,semi-det_2018,terraced_2018,Flat/mais_2018,average_2018,detached_2019,semi-det_2019,terraced_2019,Flat/mais_2019,average_2019,detached_2009,semi-det_2009,terraced_2009,Flat/mais_2009,average_2009,detached_2021,semi-det_2021,terraced_2021,Flat/mais_2021,average_2021,detached_2020,semi-det_2020,terraced_2020,Flat/mais_2020,average_2020,detached_2008,semi-det_2008,terraced_2008,Flat/mais_2008,average_2008,detached_2022,semi-det_2022,terraced_2022,Flat/mais_2022,average_2022,detached_2023,semi-det_2023,terraced_2023,Flat/mais_2023,average_2023,detached_2012,semi-det_2012,terraced_2012,Flat/mais_2012,average_2012,detached_2007,semi-det_2007,terraced_2007,Flat/mais_2007,average_2007,detached_2013,semi-det_2013,terraced_2013,Flat/mais_2013,average_2013,detached_2011,semi-det_2011,terraced_2011,Flat/mais_2011,average_2011,detached_2010,semi-det_2010,terraced_2010,Flat/mais_2010,average_2010,detached_2014,semi-det_2014,terraced_2014,Flat/mais_2014,average_2014,detached_2015,semi-det_2015,terraced_2015,Flat/mais_2015,average_2015,detached_2017,semi-det_2017,terraced_2017,Flat/mais_2017,average_2017,detached_2016,semi-det_2016,terraced_2016,Flat/mais_2016,average_2016
RM12 6,619833,445051,356969,229179,387282,548750,452302,398091,237616,400731,443200,251492,201447,137882,228033,585813,491605,414327,279405,454693,618141,463688,396684,293172,432505,504333,270337,226889,161500,229267,663677,541330,419078,259679,488364,620000,522872,447428,249853,448815,345333,278744,229067,153827,242618,345753,287110,246000,167053,245484,354286,283969,238875,150065,252731,369000,267823,226769,157804,244353,355000,277201,228994,164230,239554,401495,321139,258587,164106,280970,470833,361983,270684,208134,301438,609062,448697,352500,231824,399802,560500,427186,345471,228673,366120
RM13 7,430611,364786,339852,218462,340743,416687,358625,341254,215625,340726,262614,208977,188250,123250,190559,470000,391733,360286,243231,361821,368333,368962,348280,209300,339382,268999,219629,219702,150506,212890,513571,463510,417707,225967,414486,513333,471705,410556,261200,412810,250500,204678,196231,127714,196877,368550,237093,215335,145226,215639,258863,229043,206034,122444,211405,255833,214357,191411,120583,196420,250000,219384,198785,121666,191988,335833,254431,237519,160346,235762,282500,303331,267582,165872,261151,441417,347115,325181,216530,314949,378125,355722,313478,201750,305503
RM13 8,372382,348758,335677,239129,334346,398031,352981,322636,162712,327347,240750,187056,179097,115341,172613,437643,409717,415246,294215,365512,431182,366667,395662,164875,355970,259888,235772,202254,129000,205747,488109,447107,417575,307216,372962,528333,444000,400407,272769,409843,243833,209717,188304,133143,198080,252559,218837,202320,145264,201835,247091,223500,190625,145538,198875,221066,195282,186033,128055,190437,213562,202072,188142,120374,189790,311970,253553,224120,161473,247523,308899,287310,285151,175075,271512,352997,336310,321486,223462,318202,416792,320534,306855,215210,305674
RM13 9,435342,357991,315379,200967,331510,445000,348364,331954,228748,333381,270268,190589,186512,116275,198009,502361,391849,358669,197687,387919,440286,379872,342598,209125,364168,338437,224225,208229,143704,218770,565154,448950,416470,223500,430399,480344,447841,410500,195213,401684,266422,213217,186583,114247,204327,286822,232137,199511,140164,208652,287290,219419,184781,115379,210442,256588,211947,184990,179625,207829,268753,208435,192122,119825,196145,343951,254315,228952,137669,242301,326564,288993,259096,159294,259236,458574,331760,318625,199687,328568,417586,330779,295611,177453,307944
RM14 1,730472,542687,397733,293776,482016,678381,486894,390978,282333,452628,534052,313012,218478,172597,307992,853406,557883,434194,296076,553420,795674,542361,394070,326395,513456,694980,327196,239833,184545,378484,793518,665086,489897,315250,591222,962917,627190,480167,303605,575127,505204,364303,258221,195889,331695,681492,369239,239311,167212,344214,662792,354483,252290,205839,354911,612660,332746,254750,192115,331718,636047,336962,236314,199657,315313,581487,430176,305631,211219,370959,660719,448707,328013,233907,430511,775127,520540,400440,309998,504803,760541,503926,374275,306494,477407
RM14 2,696190,544588,503937,344673,529175,869269,564329,506250,473324,569973,404916,296633,268000,216748,283995,773500,575315,497714,345630,559725,605933,571547,488800,419737,541954,472000,327869,283455,203309,311300,808600,646577,512308,336844,611854,719125,608811,489361,368533,566954,500149,362985,346036,201526,350741,436556,336026,303357,202941,315677,447261,368025,295571,230025,353672,509808,332252,273000,213150,321610,456944,370120,294643,201580,349756,536705,386828,365417,233508,370671,617716,468910,392615,260685,436908,681250,514766,479367,361800,503632,668776,535949,416556,318000,500755
RM14 3,745000,566573,555772,247500,567964,645000,541665,550750,268333,537821,524900,349600,266667,162572,361998,756867,616413,663958,322500,624874,608611,598359,547083,290000,591185,554250,368569,342431,235939,340768,765514,656013,608900,370727,617534,1006667,608388,702500,303625,639961,464333,357444,354708,179000,356059,499196,370243,356000,171575,374441,440499,408680,388875,201181,388129,569583,367500,400625,221667,396944,520036,377909,374314,0,402287,669555,428465,430850,222500,471028,585288,456977,409429,230750,468623,688321,547969,524055,281000,549730,720200,538092,517500,246405,541601
RM2 5,702885,524743,454642,308521,477348,807175,528985,496981,326963,516724,483684,279977,242739,215575,286865,767523,563463,461337,304652,503584,727917,502429,465679,353161,475000,623500,352969,271824,226814,326934,855332,577118,533128,320210,578838,865625,517000,550146,349393,570078,623937,295814,267780,175294,322699,515343,307761,262655,208145,306141,522211,322048,298192,185821,305143,481059,324958,281867,186085,306867,643014,310250,263071,213004,322949,610237,356212,324161,219308,344604,713977,379431,368324,246013,399887,747575,488533,451614,295725,491970,759111,467492,418118,282411,432441
RM2 6,903556,514197,404889,267436,415014,875923,525340,481833,263333,449592,451999,291422,238388,146825,247311,885184,571753,473639,254673,499971,808125,571890,438341,253850,486368,533269,321424,275273,185009,267215,910667,587179,523000,284474,448765,870000,602494,490271,260243,459960,529714,320621,244333,159857,275807,555755,324248,263857,160374,269782,564824,348002,269388,158090,294900,565525,310741,249853,151431,294229,585868,319095,265747,161472,316175,648750,393920,323875,190383,300039,665640,446589,353531,212152,395811,765000,491038,421344,269522,400483,795385,442656,433697,244524,390408
RM3 0,545812,435462,356827,342189,374390,540167,423714,393721,261363,390064,304045,230261,202360,141062,212790,557969,441182,399671,274205,402942,536500,428327,371029,247786,377389,381000,275448,230744,167414,239854,692455,502476,434511,279734,454492,562300,495761,436864,264537,414155,303342,252967,214640,156190,235918,298562,266718,216228,158909,224852,363088,287522,280321,170272,264545,307444,248000,204353,148785,227956,313029,253215,217069,142946,227764,379119,364844,280113,213946,294337,492394,378645,308391,209598,313696,532975,401668,411609,323540,373289,492062,409838,447440,301757,384067
RM3 7,545833,347383,321094,211957,311307,478556,344191,319140,208781,323629,293749,173575,161147,109167,168804,509143,380526,346149,226185,351479,399167,379091,330530,188444,338036,331860,211243,186504,133129,193375,561250,416419,382483,214861,377871,536333,403167,395707,239182,385921,287500,201003,172161,113250,185939,375167,203552,187380,129979,190801,256650,225478,208528,153057,204821,198999,207832,171095,120792,174207,339250,195976,177960,120332,190634,318332,242079,223442,151992,218577,381107,291934,279631,169037,275403,382583,328073,307012,237304,301310,468375,318206,297164,186075,302232
RM3 8,0,335521,304616,202531,296436,335000,339280,301447,179571,278853,0,179734,156493,135480,155813,697000,354460,333046,201310,314595,377500,358167,309338,260160,308512,242497,206962,178350,122128,175851,0,401625,359453,218533,338017,515000,411400,357449,211150,325296,297500,188971,163589,103269,160710,288950,195227,177041,118640,170758,0,192630,183701,104611,171383,233333,172673,158046,105549,156631,257500,187500,169088,98400,161661,250000,234357,214522,131937,203893,0,261388,244418,137141,228726,413000,329882,289629,195646,275150,294000,319175,286816,193553,267440
RM3 9,325000,372097,324767,226528,322323,397200,363235,329100,220375,323193,0,193095,167423,142388,165087,727500,411739,367341,227645,374685,485000,409733,352854,218441,347601,236000,228868,193632,127581,195500,459000,459985,396138,230750,396182,542000,477146,398089,205396,402504,390000,220611,174960,103722,184125,363750,215884,190312,119152,191748,435000,220231,190875,116682,193369,264625,216116,163356,104100,182690,0,209396,170420,132040,175319,297624,266509,236776,171485,236420,321857,307899,285147,189797,279462,581250,361649,317079,208750,317919,430833,357412,303994,186447,303730
RM4 1,850000,418000,320000,0,445600,903333,379167,400000,0,580937,615000,445000,380000,127000,436400,803750,591667,390500,372500,561308,743750,0,795000,275000,674167,667500,264997,290000,159000,371999,407500,472500,465000,0,448333,676000,465000,436000,132000,525250,472333,390000,286000,0,396500,650332,389998,0,111667,450582,602500,355000,212625,0,347550,662500,317500,240000,0,440000,713750,302500,0,0,576667,530900,350000,295833,0,432444,828750,385000,303750,0,546111,583333,0,387500,110000,439167,627500,373000,417833,215000,509682
RM5 2,484000,363964,343261,196214,350267,460500,372213,344524,220500,357264,402500,198146,191026,165311,197471,528750,422403,369762,232929,399180,430000,388727,350083,229393,365882,355297,257298,220414,150000,253157,580000,446574,420593,205000,433856,559250,444487,377368,293833,425273,324429,229333,193103,126812,217401,353599,241853,210387,154540,221910,287183,229315,199629,143250,222965,275750,228260,195156,159333,214975,277249,229038,202475,146187,218189,400786,261673,253875,162562,260665,400812,300836,283777,212499,295414,409000,367091,353042,229899,351759,424000,370986,326209,189232,339839
RM5 3,429214,382367,356507,234900,351018,449133,361571,368840,224989,350282,269800,213283,186932,144526,194465,475673,410850,376214,243247,387506,520222,379821,371138,230570,361583,323875,231362,223652,145666,216811,501111,459488,437987,268500,427292,551889,437334,450560,263808,426983,267875,217492,211284,143589,200707,282341,238666,224650,147170,220470,294625,239639,221329,134500,223746,328624,213890,203405,135640,200007,275657,228199,196356,127083,208571,313552,260241,243333,160152,244948,354774,306644,281685,186010,285470,421909,373374,342931,238071,342977,447727,370569,340794,211258,328382
RM6 4,394000,435857,418286,234838,335798,470000,397030,393911,196025,319548,0,258750,227904,126080,197275,425000,433676,430978,219719,363694,480000,479917,411933,227389,379855,297000,271611,252608,158296,221528,517500,469167,473448,223489,381680,625000,495000,481586,225609,394164,0,244455,250145,127817,223836,294875,261090,248117,153724,210469,321333,257227,265043,137494,233896,340000,258882,251693,128065,212946,387500,254594,241137,139829,207872,270000,299375,291311,156732,229684,436250,327006,325920,174387,267540,430000,391932,394983,205527,311553,432000,372167,374732,208466,306382
RM6 5,535000,403037,384466,277884,361944,390000,401285,373432,219133,358197,268998,233381,210881,117692,205479,591250,450462,399259,189900,383552,405000,426588,385183,197071,386738,272000,260229,230101,136361,222350,418500,446586,429892,234000,406375,447500,446684,450464,258714,425500,327500,254333,227428,117479,220168,325000,261645,224404,141196,222129,250000,252144,226323,129775,217011,280500,244110,204431,114889,214845,380000,251555,213648,106389,204209,250000,301327,258066,146219,251057,332333,320442,305891,172196,283570,365000,397077,359723,185608,336271,434500,375290,339204,198618,320388
RM6 6,349559,396864,377409,242240,322167,0,406778,367723,194526,345799,224000,232910,204108,118526,186324,489000,452579,408480,222861,385759,447500,396028,391793,231864,364212,297333,275900,233531,146977,218365,565000,466687,454427,248232,418120,543750,462500,429929,261000,419924,245875,243452,223314,123562,209679,322882,282201,229953,160466,225774,274333,250686,242288,136521,212077,220000,239042,212444,127059,199300,280000,250113,227527,143361,219364,324571,281780,270521,161054,244402,391249,311429,306390,181062,278812,476250,410220,365960,237338,332353,385000,376722,353482,197977,313556
RM7 0,385143,363879,354670,241418,321573,418333,390909,355993,244625,328786,245665,208500,191066,127994,188809,403656,416421,412809,264731,385369,401667,384911,376320,238359,349285,305285,236456,209665,141630,209033,602778,463500,437376,250764,401887,507500,456281,441300,246974,382241,330500,216394,208272,141976,181154,233666,227058,216665,138636,207812,246221,221829,226558,167156,193225,241599,210500,202834,136026,194948,245399,211100,198296,132263,191306,309937,266111,247250,167726,212018,402611,317286,286817,204411,238366,427500,373421,376194,233515,339113,399350,354250,333529,220783,291649
RM7 7,410375,404640,363486,197360,335976,429000,385250,364615,265025,344486,227500,216370,192269,135675,164447,480687,436719,379734,249550,367452,445000,411649,356568,219286,327486,290333,248750,223977,189182,217336,549500,476600,443298,237477,395133,513333,465625,424615,248750,420714,310000,230053,201412,134538,194213,261929,249910,215684,166035,206693,240759,247391,239080,148687,220422,250000,227400,206083,131500,194375,0,238550,216289,131416,213401,340917,288555,250873,150928,244431,302500,316527,287287,183134,259707,411500,402500,370606,206150,331937,622500,367262,338194,201604,311282
RM7 8,410000,387078,351552,243650,342054,493600,374757,347305,223933,345656,271500,217454,190283,129375,192909,461667,414337,388600,218765,378795,405714,382091,371473,237531,356683,260783,226322,217062,151805,203875,490312,463597,424031,248923,419875,528333,468544,413283,223429,404663,241750,243093,204165,152430,198609,278028,238420,219029,159932,213300,267599,235800,225378,150367,215901,259278,225137,198182,184457,205159,270519,223952,196865,149029,206906,299125,279709,260030,163353,244789,394250,322404,277833,190993,271546,450000,367817,342625,225526,342162,427800,348157,325716,207890,308487
RM7 9,0,362523,361833,226705,323422,0,391087,346790,244271,326485,366667,178462,209173,136575,194668,400000,407518,382500,232694,340597,0,377252,386600,239316,292629,300000,230043,210293,167628,205039,0,436074,417889,233646,375314,0,433361,426636,258333,372011,278000,219038,209948,153486,185423,317482,223268,217854,163001,207345,270000,234537,221086,148458,204363,0,210508,219087,146022,204650,355000,219134,204453,123038,196232,344000,257000,244983,169059,236640,0,312050,276455,180267,246264,485000,343848,358212,224190,315704,400000,339977,321190,215944,298573
RM8 1,0,364429,328774,258837,309751,0,342818,346989,198733,329162,249900,172409,171278,122636,166701,0,379643,346565,218292,319320,0,322444,341900,204318,320526,0,221667,204994,143499,196134,0,414400,390968,252196,363323,0,404600,373700,204867,334717,0,175000,188757,111000,169807,235000,208352,192837,136000,183647,0,211462,193653,132181,189162,0,211929,191375,125879,182792,340000,199136,176133,125761,171004,325000,250318,234138,136035,218616,0,300300,277592,180535,247925,385000,338562,344093,242786,316442,356833,314636,332837,184245,295920
RM8 2,0,339844,312265,230429,303333,0,356042,316201,236500,304276,174000,169333,155215,137887,155094,0,378636,342381,229182,338522,0,352833,319871,263227,319588,400000,194735,192650,136625,194311,0,424500,379217,234444,373911,0,410909,386811,253750,366004,0,189395,185833,167266,178094,0,206874,189887,141066,189398,0,183333,192522,173445,182070,310000,173642,185149,169157,178420,0,187821,188386,186801,187636,0,234208,220106,181160,208031,275000,253789,259045,203649,246462,0,320175,306840,244204,298411,0,304611,296929,230003,281793
RM8 3,0,326125,307287,195374,299449,0,311250,305502,196000,297566,0,160799,156318,120625,154787,0,344750,329980,212094,322743,0,355231,315576,216250,319218,0,199994,183923,139071,182174,0,367687,360729,223444,348042,0,390000,356905,248750,351667,0,171749,163384,107187,158264,0,199633,181034,127722,180646,0,192786,180065,114619,176114,0,171200,164162,100800,160337,0,167187,163738,94899,155580,0,239300,213552,137937,205270,0,283664,245402,156679,239796,0,322231,303733,205111,297511,0,286167,296583,185727,284823
RM9 4,0,371208,312033,180234,306244,457000,391000,315681,205396,306825,0,171260,157159,109100,155641,0,432682,332035,214571,334610,0,395799,317603,197575,313811,0,240791,192793,150583,195927,0,464350,371625,246400,375486,0,476545,369659,215792,368618,0,217286,166255,102833,170767,0,222425,187234,132108,185892,0,238950,177286,115423,175352,0,185400,161057,122000,164574,249665,239575,166757,121900,175309,475000,257214,231382,153423,227582,0,310875,254067,167083,248114,325000,375687,302469,211735,301769,0,345875,285795,193362,280720
RM9 5,0,344556,308818,196800,306480,0,334556,310874,175583,309198,0,172875,155156,123790,154958,0,317000,331418,181750,323162,0,366444,313460,212143,310727,0,205929,195123,115000,195081,0,414667,369414,242125,368091,0,418500,388827,252500,385018,0,212400,164558,104875,164564,0,209133,183404,133814,182713,0,190624,180849,120750,178941,417500,192437,160508,118625,168224,0,174429,163053,109667,162071,0,233914,217231,135071,214558,0,274556,248198,155964,240272,0,326857,296119,184111,288568,320000,338375,297093,169359,291826
RM9 6,0,340000,296805,180187,283721,0,353000,307978,205864,295062,0,215999,154175,112332,154960,0,360667,333305,218750,321081,0,376000,313305,216222,301483,324995,231855,189350,145295,180900,340000,416250,366768,256714,357956,0,366000,369821,203375,347930,0,185100,167851,110150,165003,296662,249133,181395,140422,184791,0,190167,176771,114249,170436,0,240000,160400,108344,156442,0,199500,164076,119332,161126,0,244874,206227,137417,201958,235000,269500,245341,144769,235079,0,345833,301323,194653,287993,292500,334200,294680,192508,283598
SE1 0,0,0,1170000,786594,794928,0,0,830000,624653,632867,0,0,482500,356251,359368,0,0,650000,701875,699620,1150000,0,0,675909,696522,0,0,475000,360478,361402,0,0,1330000,628753,666658,0,0,0,630862,630862,0,0,490000,454567,455248,0,0,499999,322420,325111,0,0,548000,444347,456988,0,0,0,378249,378249,0,0,0,439206,439206,0,0,612500,560379,561769,0,0,0,716369,716369,0,0,770000,792113,791718,0,0,504645,752727,749233
SE1 1,0,0,1781250,775607,869155,0,0,1600000,571000,601265,0,735000,324000,351153,372934,0,0,1243500,695551,797023,0,0,0,730000,730000,0,0,476500,336328,345371,0,0,737000,623237,628925,0,1202500,2025000,667061,745952,0,0,310000,524765,516343,0,0,0,412360,412360,0,0,765000,513844,520122,0,0,0,391499,391499,0,662500,0,434129,438696,0,0,630000,575151,576634,0,0,0,590831,590831,0,0,1440000,755968,765740,0,0,1012500,737513,752377
SE1 2,0,0,0,1241345,1241345,0,0,0,892829,892829,0,0,791667,471171,477802,0,0,952500,816028,818160,0,0,1520000,816275,838976,0,0,597500,558756,559381,0,0,1597500,834841,845659,0,0,1212500,809571,817711,0,0,585000,663303,662807,0,0,570000,499610,500845,0,0,1900000,738197,744836,0,0,1165000,604899,608064,0,0,854000,550508,559081,0,0,1253333,863144,869647,0,0,0,914386,914386,0,0,1547875,1665615,1664855,0,0,1142500,1300884,1298845
SE1 3,0,0,837497,602030,605680,0,0,605000,615157,614771,0,0,388360,363460,364562,0,900000,1377667,677489,714047,0,0,0,653263,653263,0,0,433375,372415,375740,1250000,0,972037,618246,647585,0,0,885000,618583,625983,0,0,411400,442622,441826,435000,0,452601,356954,361511,0,0,639999,509710,516334,380000,0,547250,403851,408860,0,410000,553250,412838,417433,0,0,550000,593066,592499,0,812500,771910,607267,611685,0,0,1156875,642053,651906,0,0,935000,652762,654764
SE1 4,0,0,1302500,640876,658758,0,0,1228978,661428,706234,0,0,437700,374932,379062,0,0,1069355,710058,750428,0,0,1243750,597081,650970,425000,0,603250,360663,372694,0,1682500,975500,628053,674610,0,0,1961667,537602,624790,0,0,1299650,437916,484245,460000,0,451731,406297,408668,0,0,993667,421060,466991,0,0,579400,367067,375915,0,711667,434500,375925,387835,0,950000,755000,557173,562970,0,737500,894429,643763,657065,0,750000,1093125,588494,631336,0,0,1262500,603141,630053
SE1 5,0,0,693769,336628,399369,720000,0,662344,360043,493348,0,207975,284778,177219,199601,745000,746667,696024,628985,644612,0,0,671868,374014,476909,0,508333,307779,209198,233474,0,472500,712281,706316,705321,0,685000,792417,512365,583030,391667,372500,367067,225892,277856,0,495390,328820,198007,236075,0,0,398754,235445,275868,0,245000,336087,196165,256253,0,290000,375467,203342,276264,0,543000,528172,295133,365374,0,310500,607497,340555,413213,0,610000,676944,432111,473169,619000,787250,583990,415795,463052
SE1 6,0,655000,1066500,613263,623722,0,0,1480000,644588,656191,0,0,169950,270853,268751,0,0,1396667,463420,497152,0,615000,1138000,555841,602983,0,625000,721700,265098,301805,0,0,1087750,494699,526329,0,0,1382467,532071,645458,0,0,700500,341763,352801,0,0,652908,231839,256853,0,0,935500,321258,336809,0,0,833061,319597,348351,0,635000,833125,343237,358064,0,0,1175000,378900,433004,0,0,1233750,403043,442135,0,0,1146000,474819,505796,0,0,552500,557887,557857
SE1 7,0,0,1073333,1435244,1429896,0,0,1553500,1616639,1615717,0,0,635125,416769,428415,0,0,1683333,1399256,1403582,0,0,941857,1292229,1287244,0,0,300000,442352,441081,0,0,971250,1363298,1342664,0,1390000,751000,940612,941962,830000,995000,462500,458793,468525,0,265000,676750,469775,472860,0,0,957500,567163,586297,690000,450000,0,444703,446645,0,0,746667,477781,492719,0,0,991667,681042,689437,0,0,1296667,602052,616228,0,0,808000,1342467,1324944,0,0,1830000,690448,705642
SE1 8,0,0,1426429,875556,896399,1240000,0,1192167,788827,864386,375000,0,841667,503212,538698,0,925000,1122500,744125,800762,0,0,1308325,767289,921870,413500,0,678333,341979,433118,0,0,1344000,819051,870516,0,0,1696667,635341,762700,0,0,836667,517455,555760,0,0,659962,435562,444816,0,0,1197500,610855,648703,860000,0,702500,468642,502662,950000,640000,803286,652875,693394,0,0,970500,662738,711980,0,0,1245095,848223,884302,0,0,1454375,810203,861737,0,0,1716500,887970,976112
SE1 9,0,0,0,1694629,1694629,0,0,0,2632583,2632583,0,0,950000,469108,481763,0,0,0,1623898,1623898,0,0,1250000,2627335,2581424,0,0,0,773376,773376,0,0,0,1161492,1161492,0,0,0,1261020,1261020,0,0,0,1070400,1070400,0,0,650000,536937,539993,0,0,0,1431718,1431718,0,0,605000,1067380,1061527,0,610000,0,712918,711080,0,0,0,1381839,1381839,0,0,1185000,1425969,1423432,0,0,0,1399931,1399931,0,2075000,1279000,2277784,2252251
SE10 0,675000,724250,695990,510224,530802,1100000,805000,695909,604856,615275,0,390000,367278,276095,320839,0,915000,730274,561855,592480,799995,814998,734616,572821,596562,0,630000,355490,328235,339271,0,784375,842590,565223,598850,0,925000,701929,521086,556228,0,502333,436909,317857,372361,0,435125,340229,298163,309515,980000,535000,478277,332836,384945,310000,425833,378046,304825,318648,0,472500,367741,394263,383788,1250000,0,539109,465727,488860,1350000,931500,593618,417698,440402,0,739500,631816,519702,528155,0,845280,709410,488944,499522
SE10 8,1471714,627125,941405,430819,565866,1451300,1079250,1108714,491441,631438,1028332,532417,604656,264771,469814,2157167,1227925,1077620,538254,777401,1353333,1378333,1084225,482004,791014,921667,678000,579679,298039,462233,1540000,1227400,1146741,513696,747012,2500000,1285625,1130003,503440,839118,1503052,1025000,780436,276313,412290,965700,514414,657899,273016,431348,1519500,1392167,748376,335354,504627,1083571,753723,653507,309872,461384,813000,685000,665687,275037,486597,796667,813430,904005,379872,580803,1460000,885000,1005404,407067,654166,2935000,1517222,953479,421556,614163,2475000,1522000,923188,474265,693411
SE10 9,0,740625,788825,424375,546345,0,672500,687485,495425,551394,0,548750,411441,252244,317014,0,828000,751101,489807,572473,1057500,765000,715346,474906,518588,0,462667,449445,280852,310816,0,918750,842536,520929,600391,680000,727500,812722,498114,598444,0,432667,472566,314381,393107,761000,391000,439384,304566,359530,0,0,529986,457660,469177,436000,408817,479135,287628,402956,0,354500,480655,274480,394462,0,1057325,625392,463416,477819,621000,809725,780419,491971,535737,1365000,839200,776271,466381,547959,2471500,0,765206,502117,590535
SE11 4,0,0,1770833,482311,682254,0,1062500,1142743,537423,677491,0,640000,597676,299504,406547,0,940000,1108515,541306,722334,0,0,1159125,487191,621577,0,0,662133,326054,383999,0,1300000,1269800,534568,686235,0,830000,1390278,492957,709915,799000,0,939002,371628,529396,766000,895887,660467,314517,422013,0,1575000,893777,407392,566743,0,645500,712896,321752,399542,0,500000,737403,310511,426144,0,1376000,1048526,421258,605691,0,0,1176280,460352,648754,0,0,1306203,546330,837909,0,750000,1220969,547328,653939
SE11 5,0,1007500,962000,529177,617258,0,0,991500,429902,529007,0,0,578825,244920,303844,0,0,1069083,444075,542760,0,0,1060000,487726,580527,0,0,528293,249967,286046,960000,881000,852424,441464,519725,1200000,0,1017100,476762,554601,330100,0,472750,274578,290889,0,575000,515955,255876,292947,0,0,670611,311919,372829,0,590750,533786,264357,346297,0,0,493955,248951,300779,905500,812500,737398,464247,506606,0,0,983509,523124,589758,0,900000,1079250,457480,532598,0,0,1024167,522743,623028
SE11 6,0,0,1308333,524516,591700,0,0,1290319,462322,663727,0,0,898260,239869,256751,0,1070000,1103000,520340,619282,0,0,1134800,428684,519212,0,0,470000,223441,245856,0,0,1655000,475958,648501,0,0,1925000,426969,557233,0,585000,883000,314780,401486,0,0,571750,233387,302441,0,0,941786,375839,470163,0,0,1074500,265200,323007,1462000,0,978000,258756,413577,0,0,1261250,492736,525439,0,0,1200714,511778,565964,0,0,749500,367114,375338,0,0,1440000,469276,598706
SE12 0,935000,550452,476610,261882,423017,620000,542154,455810,272164,408118,355000,252361,232154,151248,213241,735000,575400,533794,307581,468939,702500,554717,468792,283890,417120,446000,290226,253272,191086,237374,862500,660981,533073,291845,476677,0,572003,506105,306333,461948,522500,311516,281079,172891,261014,478250,294948,262835,164018,221632,485000,352493,300794,177495,265565,380833,300768,258343,155433,246674,0,300542,262263,155714,226715,370333,443296,360688,210517,298308,562000,455010,392114,247079,342685,667500,570881,456883,272604,409983,581667,534925,435682,296664,391366
SE12 8,0,572611,622525,345254,467699,1172500,722589,611193,357081,523255,407000,410681,292879,164315,270630,1053608,674450,644257,353732,575996,966167,892036,622894,345033,557783,477562,422656,343060,188709,288838,1141722,722013,737583,369839,590915,1210056,1203893,665545,351467,705747,473500,379028,334026,197128,293821,447400,397086,323381,191638,279141,559692,597923,402849,232629,378081,595000,413692,343122,209045,303444,478850,443233,330012,184764,302262,753462,675565,460044,277681,428065,858750,689342,515500,300904,469340,812500,749000,642812,343958,514608,944128,717763,641581,313748,509350
SE12 9,551569,492556,408270,260011,400825,550000,504833,407697,242750,383174,301667,259676,216230,139125,217239,845309,558894,453094,286179,444575,756750,479847,432412,251950,411789,354167,281672,235412,172962,233822,837812,589000,491756,287914,468698,429625,569613,455155,257340,442456,591333,297020,242979,144075,246062,476275,289383,240599,159420,236653,478750,314082,261437,156552,262643,502000,280325,232476,146969,246380,572000,288970,222757,139855,244646,470625,403115,294299,178869,273522,608333,449488,384565,204620,341974,506500,498391,432212,256866,390031,445000,482021,408503,239356,380352
SE13 5,1021000,968571,714109,414441,521750,1312333,886237,698732,424516,581853,460000,413246,357628,201960,293140,940000,953286,765331,375696,576285,1017500,1159000,780768,411489,623872,470000,759000,364494,208847,295590,1353333,905127,840565,393812,605830,1372500,1008364,714499,363982,580757,961667,619000,405028,238953,332188,598286,517724,367559,229864,295553,932000,541636,436757,255433,338434,614125,519985,406180,217255,326986,576667,656493,373152,215701,312152,1071250,729037,571890,291501,430513,723333,878893,603950,323902,471277,421000,964250,682925,368847,526446,785000,895278,697540,343503,431532
SE13 6,0,624187,555289,333636,405284,523200,772875,579137,346207,440175,0,254278,257468,168509,211167,1367804,751375,640118,352482,446916,641500,725400,591335,352520,441543,0,386356,276656,193994,223325,729975,677296,677511,362399,489985,0,751875,632350,386338,465289,673333,390129,300840,194574,249473,353500,265900,286170,205032,226631,420000,417556,353295,218079,260343,475000,291937,267051,179254,220899,0,283925,273040,186250,217950,375500,495250,436269,264413,315390,411250,671000,480307,297986,348705,755625,644375,542697,344454,411751,350000,599158,533000,340417,401994
SE13 7,1286667,954471,592470,370371,478367,1620000,752031,612838,381682,474603,720000,566429,275276,196416,240914,1260000,903385,698058,380964,518853,0,672375,676557,378759,472304,470000,426550,298125,219144,258985,1254808,931950,743171,397742,532017,1551250,1104712,736115,371976,573026,950000,648150,340936,226155,262715,1341667,545412,312130,226120,271532,1086714,569689,401197,248848,305301,571000,523294,295946,218888,251326,919167,514222,302185,202612,235547,1674375,635266,521102,300962,352191,972000,634500,519046,335629,372408,0,792231,589543,380289,471873,777500,690681,566641,326434,380174
SE14 5,0,1156583,741988,338681,471819,0,1112500,708443,346554,467266,0,478889,346507,175428,248269,0,1085484,776638,405565,556145,706000,1124928,776355,393067,542667,0,372750,349100,189542,233003,1484000,1237625,931008,404663,604845,1200000,1365674,728356,368559,510475,0,885031,466305,204211,344162,0,643056,360992,182781,232020,272741,826889,446615,235001,312432,0,449188,380617,199535,284026,259000,595125,401353,180583,279363,445000,972778,574385,279508,376944,0,928571,635256,311175,402414,0,1011600,750833,341986,496048,950000,976833,677672,358598,455988
