postcode,detached_2018,semi-det_2018,terraced_2018,Flat/mais_2018,average_2018,detached_2019,semi-det_2019,terraced_2019,Flat/mais_2019,average_2019,detached_2009,semi-det_2009,terraced_2009,Flat/mais_2009,average_2009,detached_2021,semi-det_2021,terraced_2021,Flat/mais_2021,average_2021,detached_2020,semi-det_2020,terraced_2020,Flat/mais_2020,average_2020,detached_2008,semi-det_2008,terraced_2008,Flat/mais_2008,average_2008,detached_2022,semi-det_2022,terraced_2022,Flat/mais_2022,average_2022,detached_2023,semi-det_2023,terraced_2023,Flat/mais_2023,average_2023,detached_2012,semi-det_2012,terraced_2012,Flat/mais_2012,average_2012,detached_2007,semi-det_2007,terraced_2007,Flat/mais_2007,average_2007,detached_2013,semi-det_2013,terraced_2013,Flat/mais_2013,average_2013,detached_2011,semi-det_2011,terraced_2011,Flat/mais_2011,average_2011,detached_2010,semi-det_2010,terraced_2010,Flat/mais_2010,average_2010,detached_2014,semi-det_2014,terraced_2014,Flat/mais_2014,average_2014,detached_2015,semi-det_2015,terraced_2015,Flat/mais_2015,average_2015,detached_2017,semi-det_2017,terraced_2017,Flat/mais_2017,average_2017,detached_2016,semi-det_2016,terraced_2016,Flat/mais_2016,average_2016
SE14 6,810000,472500,579788,353687,405284,0,297000,520071,446111,451264,0,470000,235392,174558,213374,395000,540000,621600,447591,490356,695000,426333,590607,469359,481905,420000,199000,284593,196447,234771,0,750000,649661,389428,468752,0,879000,629417,386068,485441,0,314833,302479,183602,226096,0,281250,290247,183343,216023,0,485000,385229,215597,262535,0,271500,273805,189663,228276,0,356333,300687,195792,239873,0,333000,433437,249192,288504,0,430000,506927,295690,356352,0,471042,628767,342500,415909,0,480000,512824,318074,368094
SE15 1,0,0,566929,326500,446714,855000,0,414000,285623,384548,450000,550000,289995,155696,193985,0,0,597143,375031,452770,0,640000,630793,368849,485780,335000,0,344286,213167,239159,0,0,591736,346500,434785,0,975000,674464,368750,506062,0,0,271850,214269,230392,0,350000,254367,185890,202220,0,500000,353961,197515,252909,0,250000,274900,152664,205452,0,0,269714,174710,199341,0,555000,454679,238884,295447,557450,810000,477625,272401,327157,0,0,508576,306010,356652,0,1000000,549254,301583,361327
SE15 2,625000,673200,663712,411482,503498,0,791250,686686,419683,501393,0,240000,274020,175841,220323,0,845000,801216,447807,560753,0,565000,734223,440855,500337,0,250000,288081,213888,240136,1005833,1155000,810782,456601,606803,0,1350000,811344,410153,525310,0,300000,358096,222178,285575,650000,438750,285816,211675,237594,0,0,440228,237363,313785,0,431250,346748,191589,262943,427500,0,304371,211047,246401,462500,695000,508374,303052,359460,1280000,245000,635352,360805,470148,0,855000,728321,472605,521774,995000,1050000,697029,401947,487199
SE15 3,0,816889,678467,414949,559491,796667,867750,718760,438574,570142,270000,388000,330571,202845,279982,789975,943853,833682,437670,640468,1295000,781786,754532,424882,580263,370000,295075,329654,236213,278636,728333,799437,849349,436700,638432,820000,1250000,924801,461874,640727,391000,352286,403632,231563,319102,788000,408708,341452,217995,274391,568333,503500,473997,254491,359702,427000,468558,355801,213827,305062,0,374869,356051,212839,288879,495000,648000,588203,317098,428643,776500,672400,617523,369243,474075,658750,903611,690578,411106,570106,0,746800,728159,398809,535485
SE15 4,0,1053625,944672,465987,719785,1540000,1028889,893449,466721,729602,0,432321,384278,224356,328182,0,1139796,1011823,510859,764807,1165000,1242286,946574,537967,763161,0,524117,405737,262275,364894,500000,1203774,1006860,519241,775699,1500000,1205000,1127278,532453,806437,0,510173,531210,279137,404447,0,444000,394800,253372,330270,1210000,643450,625206,327920,470130,690000,482676,462243,264284,378907,140000,524062,449657,250934,369164,0,706000,712611,413879,570388,1496050,1006159,790204,442118,634435,0,996389,823981,477158,642145,1150000,941050,777335,487259,611492
SE15 5,0,991667,816324,385117,517283,1415000,766700,781652,433047,561263,490000,409800,411063,164622,306457,640000,1492600,791472,432724,625694,0,1367500,966737,491895,639896,0,678000,368606,191947,263533,0,1426250,1060040,439806,709583,1817909,0,765923,435007,582741,740000,810000,464633,225820,339304,550000,462100,346318,179270,253951,1090000,938571,459172,229677,368439,0,726800,464089,191896,345566,1000000,565833,351109,193539,296280,540000,921389,517430,289508,373835,0,949641,706593,352328,469182,0,1182500,782311,393597,513937,0,1915000,831346,357647,546957
SE15 6,0,595000,693750,341581,359999,0,610000,678781,364522,422012,0,0,279333,183480,194540,0,0,786333,364298,380741,0,0,1046875,382236,424436,0,330000,356500,198531,214893,0,842500,589800,391811,417369,0,0,596750,392445,408161,0,417500,426600,194103,220924,759000,223333,321764,188533,213447,0,0,441000,211497,231029,0,455000,391639,180072,227263,0,587500,414091,165706,240202,0,695000,579943,290480,313531,450000,0,578786,295047,318837,0,1262500,507875,340440,363848,0,1235000,556679,322068,355689
SE16 2,0,650000,699286,338045,412799,0,0,594286,319604,379691,620000,250000,356214,176200,250271,0,0,568667,363351,392000,0,616888,701667,396887,455421,0,361667,354667,209765,228970,0,0,693750,410441,427875,0,0,755500,439747,464035,465000,435000,403300,210576,272271,425000,346000,306147,190113,218143,0,0,316800,284002,285216,0,340000,325600,187263,233940,0,380000,304350,210957,233017,0,0,555400,323196,360054,0,770000,546944,337296,377989,0,465000,701200,353724,426908,0,0,673226,368943,428713
SE16 3,0,0,546875,407323,414766,0,0,511905,332602,349317,0,0,305983,199484,206004,0,430000,497375,410307,421367,0,785000,595096,380634,417999,0,0,278875,190581,201448,0,0,553301,466009,473600,0,771667,672727,430655,482568,0,336000,292713,224104,238342,0,381250,264033,194812,204220,0,402500,315154,226673,239733,0,380000,333722,248489,255245,0,379000,259643,252901,255835,0,480000,439000,428941,429548,0,0,586525,412381,439591,0,0,454500,448407,448565,0,0,365000,342752,343269
SE16 4,645000,720000,900600,486966,519324,0,0,632606,454746,476637,0,282000,348909,335522,336337,0,715000,822000,488014,540706,0,0,989556,530153,624122,0,0,311500,361976,360554,0,0,936538,491373,584715,1500000,0,1100933,487587,545860,0,447500,563923,395020,420028,0,315000,449583,348785,357625,0,0,715567,396943,432878,0,620000,457464,368887,388253,0,465000,449643,377317,388103,0,0,683458,446244,465348,580000,621667,812000,560491,574388,1035000,0,994550,458875,543631,0,0,667500,455433,481068
SE16 5,0,0,790357,481122,524524,0,945000,775333,495635,546620,0,312500,392775,330680,338474,0,762500,760900,508445,537888,0,0,700833,504966,524885,0,427500,413800,325192,340774,490000,0,768967,480534,529253,0,820000,818636,475798,552009,0,415000,479694,349579,374145,0,468833,459502,323284,341721,0,425000,487680,374889,392826,0,495000,405254,346696,355340,390000,338500,485800,315969,342370,0,425000,651125,445238,466091,0,523750,678596,472042,497165,592500,710000,811727,487323,531784,0,775250,706753,475968,518256
SE16 6,0,599950,652675,409178,481567,0,505333,609778,414227,502442,0,334000,311311,287742,302363,620000,665000,701929,432053,532156,0,738500,736176,462931,576880,320000,290000,375697,358349,358618,0,721871,728909,471072,604922,630000,742500,723309,450510,563687,405000,371500,389383,289236,339427,0,328500,341218,337064,337188,432500,430000,450468,358780,399586,404500,311500,371897,307283,337746,410000,396000,354275,311344,333345,525000,345667,587509,392896,424316,0,509900,635411,450944,486737,649000,643333,712441,435567,560720,0,565000,679894,486465,550304
SE16 7,0,630000,708506,528442,534990,0,880000,604993,519645,527070,0,0,418500,273158,282666,0,0,806107,476848,518405,0,460500,624656,475807,493093,0,245000,432062,275324,290430,1150000,492600,749286,475724,511044,810000,983333,706643,495416,527663,0,275000,460636,330283,335979,762500,435725,419504,303886,323863,0,580000,496000,384770,389678,0,0,434530,337419,344206,0,0,409278,321257,324925,820000,936000,526818,390134,401666,0,815000,581278,443055,450820,0,768000,712143,564398,570805,1150000,752500,848312,467785,496912
SE17 1,0,0,695000,594516,594979,0,1707500,575000,655304,661475,470000,490000,341667,149050,204129,0,0,815625,575959,602296,0,786250,670300,621969,631020,0,658400,432900,204156,238894,0,0,828437,536614,563144,0,899950,744400,442079,486840,0,0,447500,212367,251556,0,350000,397900,212162,227184,395000,0,519583,261619,300716,407000,345000,535000,211887,252436,0,0,367833,207910,238863,690000,0,547000,281533,310953,0,0,550000,431026,431562,0,0,1110769,520275,540024,0,0,834167,503142,528936
SE17 2,2288000,0,615286,392347,520356,0,0,608150,388062,426008,0,465000,294143,197687,246080,0,505000,655857,426258,469487,0,0,654346,383450,467299,0,0,299700,202708,223793,0,670000,708773,378906,518893,0,530000,847987,361840,432265,323000,370000,351112,227084,260299,0,346800,334548,198769,247939,0,425000,427933,275904,293509,0,0,343481,178977,243782,0,292500,362111,212190,259375,595000,0,531900,250970,317028,0,0,594357,337486,375744,0,0,608056,492329,508110,0,0,591550,415532,456466
SE17 3,0,1210000,885636,415707,500180,0,0,748767,487617,511948,0,400983,385126,211532,268348,0,840000,860111,477834,548077,0,0,871700,541833,589410,550000,0,354486,262410,278564,0,606500,857656,463635,554953,0,580000,876028,417379,531140,0,320000,491069,265569,309694,625000,332666,489887,269323,293526,0,0,557259,292290,336774,0,0,443340,283631,302796,0,365000,473771,258709,289395,656500,0,627677,363164,420419,0,0,625566,379735,424804,0,610000,785105,459666,550147,0,924500,764294,449466,510804
SE18 1,0,508333,357339,205333,345455,457500,333667,352836,236727,335199,0,200000,171524,129458,166979,0,403000,397348,234750,380480,0,351667,365486,235000,350085,223000,210625,205420,139977,193900,385000,413500,423277,252042,396535,385000,397752,418029,226071,395210,165000,219750,186658,121865,176577,205000,220415,199472,144963,193171,0,217562,209311,130182,202608,0,190958,182944,124115,175478,300000,256500,186081,119000,186797,0,230099,250902,167267,240204,302500,285500,290469,186928,272693,375000,423833,341624,249344,331977,300000,413000,325331,215600,317687
SE18 2,300000,377417,381235,209944,357732,298000,416666,361827,218550,347700,257500,190762,178250,161917,181023,362500,416500,414612,253346,398470,0,380238,400258,226624,377351,0,236009,211312,140458,207094,410000,456500,452290,265900,416113,0,447300,444653,283750,434013,0,221875,191719,134911,186100,181997,222654,207004,139777,199607,225000,234635,219104,150833,214580,257500,198167,180200,135000,183273,252000,207909,193923,139429,194360,242500,269068,264745,160960,247409,0,310155,310215,175917,296426,465499,369605,380187,242219,354346,453333,357182,348662,222150,342170
SE18 3,417500,523583,413741,251921,389108,614286,471650,429613,229200,378317,408000,270250,226042,150970,227243,778031,560919,493298,282921,470344,689500,530633,449744,267056,445165,357667,287254,248899,145513,220142,637143,599571,529234,313541,482706,804000,526429,519321,290477,477379,340500,290625,245134,146039,230624,421500,261413,241205,153918,218489,401143,325838,275437,183694,267073,300500,287472,237156,147417,230991,446667,292605,247888,149120,235850,422500,336818,306181,192801,271330,529833,435061,363773,196431,308764,536000,512014,454609,288361,428464,623332,478333,434865,245654,362529
SE18 4,0,509000,419250,374933,385094,485000,0,384187,314100,326293,635000,300000,250176,213000,240911,750000,477833,422818,319445,354590,0,557500,376250,356781,363006,0,240000,238361,220995,226176,0,590000,483786,329489,363109,0,0,487833,335522,367401,380000,291667,255533,189855,218664,315000,274100,250166,233049,236000,0,332000,270765,229021,237229,0,333000,303081,191404,215146,0,296000,261962,206823,224714,357500,372500,337606,220483,248725,477000,466667,351362,276292,294755,0,425000,442766,328176,355113,450000,493312,438139,342358,363479
SE18 5,0,468500,418000,276087,298981,0,0,491364,276045,329875,0,0,200000,161250,172321,0,396750,454550,227742,288349,0,607500,390233,234882,300467,0,207000,218599,210845,211692,0,0,414405,251365,291219,0,545765,491000,242450,339079,0,150000,235206,156787,175599,0,215000,236208,237285,236937,0,200000,231250,156373,169924,0,200000,217500,116812,141437,380000,0,211273,148043,174543,0,210000,275850,187388,206250,494000,410000,317400,200660,231025,0,0,412000,237905,271967,0,0,406281,222660,279159
SE18 6,0,0,518500,492605,493067,0,437500,535647,490410,491818,0,177750,178583,277288,265463,0,741000,564600,451505,455876,0,0,561500,454088,456349,0,165000,243693,217012,223946,0,0,466250,465812,465820,400000,0,461786,440388,441089,0,0,230396,238138,237702,710875,154000,230739,265393,263691,0,0,221571,284467,282429,545000,0,233125,243310,244548,0,0,250050,255449,254892,245000,0,335053,293064,295647,0,0,408200,342313,344158,0,0,578917,425290,427703,0,320000,401005,378970,379504
SE18 7,0,335000,408289,259278,329482,260000,455000,356414,243250,312078,0,0,173397,127762,160679,0,369250,458107,252219,359037,0,355000,413435,242494,338783,0,204000,195678,160564,183091,480275,425500,405161,265374,348101,0,442500,439418,276778,375910,0,245000,196668,125083,180773,0,196000,208041,151894,181702,0,231000,210329,147703,188988,0,193000,193085,139800,176257,218000,203500,201597,113541,184793,0,271750,277052,180475,234011,570000,345225,314235,211087,264442,0,365000,386054,250071,328803,0,370000,362207,229858,298712
SE19 1,1310667,669887,642994,397302,468256,1097500,844682,859763,384558,517175,682500,367500,324379,204643,256181,2035000,852140,731284,383530,488580,1555000,696200,759650,422506,545147,620000,351400,329501,210651,247788,1715000,942500,682521,404351,492669,2027500,942625,816161,395108,583718,630000,370000,344563,230152,251006,886500,417250,344709,219076,260749,935824,509619,422968,257429,313322,1027990,428043,308494,218208,285594,961990,390875,360157,222364,295295,971250,665200,523016,302468,353412,1792500,672200,568320,358849,432085,1600000,608600,666419,411693,472928,1118250,513380,701925,387115,451551
SE19 2,2400000,876850,604906,431947,477060,601500,917773,554324,377853,453497,330000,333333,303150,185394,207469,989687,976529,645388,398330,501037,1187500,710286,630792,386043,445381,0,339750,314028,218179,241336,1247000,825154,738750,392496,487376,770000,1030778,703895,366537,478742,425000,465067,347589,219718,279947,633150,400760,307556,206425,237619,349250,504610,416473,208906,278899,763667,463299,371601,191922,259921,503250,467536,330586,189780,248066,447222,638821,533554,278019,327944,1093333,720592,590476,328991,385980,625000,823787,678143,361688,440640,1196250,1035700,666906,353107,420571
SE19 3,704750,514524,519616,312253,420454,692213,538143,499291,379629,458328,378333,341700,255972,174173,227541,641636,673649,553722,370357,492127,914375,588875,568687,381178,499884,421625,367275,286172,195185,249764,830206,765193,556411,336619,456699,920455,630700,605882,344915,514422,440844,384692,286847,184949,272895,480247,330842,261273,185078,240628,517668,447750,394085,222386,307387,415000,334150,282315,178786,235552,493818,343163,265966,180439,256823,797833,525397,440037,259515,362807,719030,484861,444408,282646,373016,973111,602306,486536,341694,451754,792667,556422,519687,333002,437238
SE2 0,483333,434059,373886,231542,370049,560000,385956,369013,245028,362352,275250,214111,184347,114071,183862,647500,457148,398492,226833,380813,500000,435115,373694,230933,362353,311667,258000,206876,135842,204097,628750,501267,433562,257017,417649,738500,512750,444145,270571,430571,327600,237910,198408,136131,203347,341666,232977,202615,140068,202209,285000,263969,214068,135636,210928,374643,229000,190549,120472,203798,317500,235139,194348,129936,196511,390000,295605,280117,156229,259331,390000,357692,311705,192115,304025,663000,412529,377557,228872,368039,442000,371846,368546,223262,338933
SE2 9,405000,356167,344574,237639,319987,0,341318,337982,231900,319251,0,173125,168716,138725,162443,440000,351083,362778,330459,346258,0,367887,349774,214509,324904,202250,210659,180964,133785,171541,0,417907,385846,375761,381374,0,439125,408032,243364,365857,192500,188800,169760,99000,159605,235000,192666,180405,139110,170240,273333,213889,188862,112957,171738,0,187687,165098,110358,143648,0,180260,168089,103167,161056,258667,242928,221265,149983,209941,372833,293156,260586,262448,268790,382500,381950,329140,231250,310959,0,337571,325705,243381,299404
SE20 7,0,608010,506487,314641,418094,554250,567182,516682,334209,432804,0,277500,251665,147382,216512,475000,640167,587527,336018,472825,787500,530014,564360,327457,440638,433750,319792,272290,170396,227816,704812,677969,611456,341879,488372,900000,556500,613515,323461,445358,321759,327576,288278,187409,249599,249750,327341,271679,167970,222480,522475,413038,326036,182482,266655,607000,311332,274593,149012,242891,581250,281579,254565,156801,222182,454500,493000,423693,236422,321407,661500,464806,482148,268899,384378,545000,587910,523111,318402,410426,1000000,627128,542715,307077,422221
SE20 8,0,649000,390097,345667,356199,0,467500,428697,363215,369647,296667,308375,221863,165648,192672,790000,664279,509778,345887,382843,0,631812,482200,354572,384202,650000,276667,219227,177758,188332,790000,756977,459462,342939,380104,0,710000,491548,345340,388441,0,412800,222898,180325,192120,437500,293020,232827,180127,202065,430000,481699,270686,207848,226430,0,306455,223548,172961,189482,365000,330000,208590,179780,193113,1300000,518000,324672,240163,261995,700250,637000,349170,283091,314171,0,703222,436694,340729,374673,720000,697571,400130,316817,341644
